Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,CYT
SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,CYT
RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,MIT
CAPB_YEAST,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,CYT
ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,CYT
KTR4_YEAST,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,ME2
PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,MIT
MAN1_YEAST,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,VAC
CDC3_YEAST,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3,CYT
CC10_YEAST,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22,CYT
ER24_YEAST,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,ME3
KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,CYT
SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,CYT
IRA2_YEAST,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,ME3
FET4_YEAST,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27,ME3
BAR1_YEAST,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,EXC
FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,CYT
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,NUC
TCPB_YEAST,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,CYT
APE2_YEAST,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,EXC
YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,NUC
TFC1_YEAST,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,NUC
HS30_YEAST,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,ME3
E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,CYT
ARGI_YEAST,0.65,0.65,0.52,0.16,0.5,0.0,0.6,0.22,CYT
RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,NUC
CCL1_YEAST,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27,NUC
END2_YEAST,0.78,0.7,0.32,0.23,0.5,0.0,0.53,0.22,ME1
DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,MIT
ALG1_YEAST,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,ME2
MSH3_YEAST,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,NUC
TRPD_YEAST,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,CYT
PMT1_YEAST,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,ME3
YHQ1_YEAST,0.72,0.73,0.41,0.28,0.5,0.0,0.44,0.22,ME1
ATPG_YEAST,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22,MIT
